	Domain	Phylum	Class	Subclass	Order	Suborder	Family	Genus
OTU1542	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Ahrensia
OTU1543	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Thermoactinomycetaceae 1	Desmospora
OTU1544	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Iamiaceae	Iamia
OTU1545	Bacteria	Bacteroidetes	Bacteroidetes_incertae_sedis	Bacteroidetes_incertae_sedis_subclass	Bacteroidetes_incertae_sedis_subclass_order	Bacteroidetes_incertae_sedis_subclass_order_suborder	Bacteroidetes_incertae_sedis_subclass_order_suborder_family	Ohtaekwangia
OTU1546	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Aerococcaceae	Abiotrophia
OTU1547	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Peptostreptococcaceae	Tepidibacter
OTU1548	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_subclass	Gemmatimonadales	Gemmatimonadales_suborder	Gemmatimonadaceae	Gemmatimonas
OTU1549	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacteria_subclass	Ktedonobacterales	Ktedonobacterales_suborder	Ktedonobacteraceae	Ktedonobacter
OTU1550	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Cyanobacteria_subclass	Cyanobacteria_subclass_order	Cyanobacteria_subclass_order_suborder	Family I	GpI
OTU1551	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Legionellaceae	Legionella
OTU1552	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Rikenellaceae	Alistipes
OTU1553	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Ruminococcus
OTU1554	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Sorangiineae	Polyangiaceae	Byssovorax
OTU1555	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Novosphingobium
OTU1556	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Chromatiales	Chromatiales_suborder	Ectothiorhodospiraceae	Thioalkalispira
OTU1557	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Sphingobacteriaceae	Sphingobacterium
OTU1558	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Sporobacter
OTU1559	Bacteria	Acidobacteria	Acidobacteria_Gp2	Acidobacteria_Gp2_subclass	Acidobacteria_Gp2_subclass_order	Acidobacteria_Gp2_subclass_order_suborder	Acidobacteria_Gp2_subclass_order_suborder_family	Gp2
OTU1560	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Acetivibrio
OTU1561	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Peptoniphilus
OTU1562	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Lacibacter
OTU1563	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Parabacteroides
OTU1564	Bacteria	Actinobacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacterineae	Coriobacteriaceae	Enterorhabdus
OTU1565	Bacteria	Chloroflexi	Caldilineae	Caldilineae_subclass	Caldilineales	Caldilineales_suborder	Caldilineaceae	Caldilinea
OTU1566	Bacteria	Proteobacteria	Epsilonproteobacteria	Epsilonproteobacteria_subclass	Campylobacterales	Campylobacterales_suborder	Campylobacteraceae	Dehalospirillum
OTU1567	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1568	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Butyricimonas
OTU1569	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Thiotrichales	Thiotrichales_suborder	Thiotrichales_incertae_sedis	Caedibacter
OTU1570	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bacteriovoracaceae	Bacteriovorax
OTU1571	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XIII	Mogibacterium
OTU1572	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Neisseriales	Neisseriales_suborder	Neisseriaceae	Aquaspirillum
OTU1573	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1574	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Cryomorphaceae	Fluviicola
OTU1575	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Nocardioidaceae	Nocardioides
OTU1576	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Flammeovirgaceae	Perexilibacter
OTU1577	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU1578	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobiaceae	Ilumatobacter
OTU1579	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaeria_subclass	Lentisphaerales	Lentisphaerales_suborder	Lentisphaeraceae	Lentisphaera
OTU1580	Archaea	Euryarchaeota	Halobacteria	Halobacteria_subclass	Halobacteriales	Halobacteriales_suborder	Halobacteriaceae	Halalkalicoccus
OTU1581	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Pseudonocardiaceae	Saccharomonospora
OTU1582	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Clostridium IV
OTU1583	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU1584	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobia_subclass	Elusimicrobiales	Elusimicrobiales_suborder	Elusimicrobiaceae	Elusimicrobium
OTU1585	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Burkholderiaceae	Limnobacter
OTU1586	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Coenonia
OTU1587	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Caulobacterales	Caulobacterales_suborder	Caulobacteraceae	Brevundimonas
OTU1588	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 2	Paucisalibacillus
OTU1589	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Porphyromonas
OTU1590	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Nannocystineae	Kofleriaceae	Kofleria
OTU1591	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Streptosporangineae	Nocardiopsaceae	Marinactinospora
OTU1592	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Acidothermaceae	Acidothermus
OTU1593	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1594	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaeria_subclass	Lentisphaerales	Lentisphaerales_suborder	Lentisphaeraceae	Lentisphaera
OTU1595	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Meniscus
OTU1596	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_subclass	Gemmatimonadales	Gemmatimonadales_suborder	Gemmatimonadaceae	Gemmatimonas
OTU1597	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Nocardioidaceae	Marmoricola
OTU1598	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Sphaerobacteraceae	Sphaerobacter
OTU1599	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_subclass	Verrucomicrobiales	Verrucomicrobiales_suborder	Verrucomicrobiaceae	Akkermansia
OTU1600	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Caulobacterales	Caulobacterales_suborder	Hyphomonadaceae	Robiginitomaculum
OTU1601	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Cyanobacteria_subclass	Cyanobacteria_subclass_order	Cyanobacteria_subclass_order_suborder	Family VIII	GpVIII
OTU1602	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micromonosporineae	Micromonosporaceae	Allocatelliglobosispora
OTU1603	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Epilithonimonas
OTU1604	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1605	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Planctomyces
OTU1606	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Syntrophococcus
OTU1607	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Nocardioidaceae	Marmoricola
OTU1608	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Pseudoclavibacter
OTU1609	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Gluconacetobacter
OTU1610	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Sphingobacteriaceae	Solitalea
OTU1611	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Xanthomonadales	Xanthomonadales_suborder	Xanthomonadaceae	Wohlfahrtiimonas
OTU1612	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Sorangiineae	Phaselicystidaceae	Phaselicystis
OTU1613	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1614	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XIII	Mogibacterium
OTU1615	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU1616	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU1617	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Demequinaceae	Demequina
OTU1618	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Micrococcaceae	Nesterenkonia
OTU1619	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobineae_incertae_sedis	Aciditerrimonas
OTU1620	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Pseudoflavonifractor
OTU1621	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Syntrophococcus
OTU1622	Bacteria	Actinobacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacterineae	Coriobacteriaceae	Atopobium
OTU1623	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Rhodocyclales	Rhodocyclales_suborder	Rhodocyclaceae	Ferribacterium
OTU1624	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU1625	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Craurococcus
OTU1626	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Parachlamydia
OTU1627	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Acidicaldus
OTU1628	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Xanthomonadales	Xanthomonadales_suborder	Xanthomonadaceae	Luteimonas
OTU1629	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Flammeovirgaceae	Cesiribacter
OTU1630	Bacteria	Actinobacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacterineae	Coriobacteriaceae	Slackia
OTU1631	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Fibrella
OTU1632	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU1633	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XIII	Anaerovorax
OTU1634	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Coprococcus
OTU1635	Bacteria	Spirochaetes	Spirochaetes	Spirochaetes_subclass	Spirochaetales	Spirochaetales_suborder	Spirochaetaceae	Spirochaeta
OTU1636	Bacteria	Caldiserica	Caldisericia	Caldisericia_subclass	Caldisericales	Caldisericales_suborder	Caldisericaceae	Caldisericum
OTU1637	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacterium
OTU1638	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmata_subclass	Thermoplasmatales	Thermoplasmatales_suborder	Thermoplasmatales_incertae_sedis	Thermogymnomonas
OTU1639	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Sorangiineae	Phaselicystidaceae	Phaselicystis
OTU1640	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Streptococcaceae	Streptococcus
OTU1641	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Streptophyta
OTU1642	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Aurantimonadaceae	Aurantimonas
OTU1643	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Cystobacter
OTU1644	Bacteria	Nitrospira	Nitrospira	Nitrospira_subclass	Nitrospirales	Nitrospirales_suborder	Nitrospiraceae	Nitrospira
OTU1645	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Telmatospirillum
OTU1646	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Sutterellaceae	Sutterella
OTU1647	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Corynebacterineae	Tsukamurellaceae	Tsukamurella
OTU1648	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Niabella
OTU1649	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Lacibacter
OTU1650	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Vampirovibrio
OTU1651	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Cryomorphaceae	Wandonia
OTU1652	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Tannerella
OTU1653	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Simkaniaceae	Simkania
OTU1654	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Planctomyces
OTU1655	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Anaerospora
OTU1656	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XII	Acidaminobacter
OTU1657	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1658	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Rikenellaceae	Rikenella
OTU1659	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Oribacterium
OTU1660	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Filimonas
OTU1661	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmata_subclass	Thermoplasmatales	Thermoplasmatales_suborder	Thermoplasmatales_incertae_sedis	Thermogymnomonas
OTU1662	Bacteria	Acidobacteria	Acidobacteria_Gp10	Acidobacteria_Gp10_subclass	Acidobacteria_Gp10_subclass_order	Acidobacteria_Gp10_subclass_order_suborder	Acidobacteria_Gp10_subclass_order_suborder_family	Gp10
OTU1663	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU1664	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Aeromonadales	Aeromonadales_suborder	Aeromonadaceae	Oceanisphaera
OTU1665	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Legionellaceae	Legionella
OTU1666	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Planococcaceae	Rummeliibacillus
OTU1667	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Nocardioidaceae	Nocardioides
OTU1668	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU1669	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobiaceae	Ilumatobacter
OTU1670	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Gallicola
OTU1671	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Rhodocyclales	Rhodocyclales_suborder	Rhodocyclaceae	Shinella
OTU1672	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 1	Proteiniclasticum
OTU1673	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Holdemania
OTU1674	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Anaeromyxobacter
OTU1675	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Kiloniellales	Kiloniellales_suborder	Kiloniellaceae	Kiloniella
OTU1676	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 2	Salimicrobium
OTU1677	Bacteria	Acidobacteria	Acidobacteria_Gp6	Acidobacteria_Gp6_subclass	Acidobacteria_Gp6_subclass_order	Acidobacteria_Gp6_subclass_order_suborder	Acidobacteria_Gp6_subclass_order_suborder_family	Gp6
OTU1678	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Pseudonocardiaceae	Allokutzneria
OTU1679	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Legionellaceae	Legionella
OTU1680	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Dorea
OTU1681	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU1682	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Cyanobacteria_subclass	Cyanobacteria_subclass_order	Cyanobacteria_subclass_order_suborder	Family IV	GpIV
OTU1683	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Loktanella
OTU1684	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Phyllobacteriaceae	Nitratireductor
OTU1685	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 1	Clostridium sensu stricto
OTU1686	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Pedomicrobium
OTU1687	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Paenibacillaceae 1	Paenibacillus
